aerolinea,origen,destino,distancia_km,fecha_partida,retraso,target_texto,fecha_iso
G3,EZE,BOG,4379,2025-01-29 14:29:00,0,Puntual,2025-01-29T14:29:00
G3,AEP,GRU,3436,2025-10-10 22:23:00,0,Puntual,2025-10-10T22:23:00
AA,MIA,GRU,11106,2025-08-25 08:32:00,0,Puntual,2025-08-25T08:32:00
IB,AEP,LIM,7191,2025-03-01 10:27:00,0,Puntual,2025-03-01T10:27:00
AR,AEP,MAD,7545,2025-07-22 01:49:00,0,Puntual,2025-07-22T01:49:00
G3,MAD,MIA,10987,2025-01-07 22:55:00,0,Puntual,2025-01-07T22:55:00
G3,AEP,EZE,3313,2025-09-14 18:24:00,0,Puntual,2025-09-14T18:24:00
AR,BOG,EZE,1737,2025-03-26 19:46:00,0,Puntual,2025-03-26T19:46:00
G3,AEP,BOG,10809,2025-01-19 09:07:00,1,Retrasado,2025-01-19T09:07:00
AA,SCL,MAD,5341,2025-07-06 23:42:00,0,Puntual,2025-07-06T23:42:00
IB,BOG,AEP,3543,2025-02-14 08:44:00,0,Puntual,2025-02-14T08:44:00
AR,GRU,MIA,6972,2025-03-09 09:01:00,0,Puntual,2025-03-09T09:01:00
IB,AEP,BOG,3587,2025-05-28 07:09:00,0,Puntual,2025-05-28T07:09:00
G3,EZE,SCL,4058,2025-09-27 16:26:00,0,Puntual,2025-09-27T16:26:00
G3,BOG,EZE,5793,2025-12-05 22:45:00,0,Puntual,2025-12-05T22:45:00
AR,BOG,SCL,9390,2025-10-08 09:21:00,0,Puntual,2025-10-08T09:21:00
AA,MIA,AEP,3353,2025-01-01 05:57:00,0,Puntual,2025-01-01T05:57:00
LA,GRU,MAD,2345,2025-06-13 01:08:00,0,Puntual,2025-06-13T01:08:00
AR,AEP,MIA,6862,2025-09-10 13:22:00,0,Puntual,2025-09-10T13:22:00
LA,LIM,EZE,7156,2025-10-12 17:38:00,0,Puntual,2025-10-12T17:38:00
LA,EZE,BOG,8066,2025-11-08 01:55:00,0,Puntual,2025-11-08T01:55:00
AA,MIA,MIA,3682,2025-01-02 02:33:00,0,Puntual,2025-01-02T02:33:00
LA,GRU,AEP,963,2025-09-18 00:17:00,0,Puntual,2025-09-18T00:17:00
LA,SCL,MIA,4360,2025-05-24 04:25:00,0,Puntual,2025-05-24T04:25:00
AA,BOG,LIM,6260,2025-03-19 00:23:00,0,Puntual,2025-03-19T00:23:00
LA,EZE,GRU,7760,2025-07-09 15:27:00,0,Puntual,2025-07-09T15:27:00
LA,SCL,LIM,950,2025-10-23 23:48:00,0,Puntual,2025-10-23T23:48:00
LA,AEP,LIM,2415,2025-11-18 18:04:00,1,Retrasado,2025-11-18T18:04:00
AR,LIM,MIA,9615,2025-10-12 08:26:00,0,Puntual,2025-10-12T08:26:00
AR,MAD,AEP,4122,2025-02-27 01:29:00,0,Puntual,2025-02-27T01:29:00
AR,MAD,GRU,7576,2025-01-31 14:13:00,0,Puntual,2025-01-31T14:13:00
AA,GRU,AEP,815,2025-04-29 09:00:00,0,Puntual,2025-04-29T09:00:00
G3,LIM,MIA,5266,2025-06-04 16:59:00,0,Puntual,2025-06-04T16:59:00
LA,EZE,MIA,5293,2025-08-13 14:55:00,0,Puntual,2025-08-13T14:55:00
LA,MIA,LIM,1876,2025-05-11 08:49:00,0,Puntual,2025-05-11T08:49:00
AA,EZE,MIA,3315,2025-10-18 18:35:00,0,Puntual,2025-10-18T18:35:00
LA,LIM,BOG,1762,2025-07-24 02:49:00,0,Puntual,2025-07-24T02:49:00
AR,SCL,LIM,9819,2025-08-27 23:37:00,0,Puntual,2025-08-27T23:37:00
G3,BOG,MIA,3425,2025-04-28 08:21:00,1,Retrasado,2025-04-28T08:21:00
IB,MAD,AEP,9744,2025-06-27 22:19:00,0,Puntual,2025-06-27T22:19:00
LA,GRU,LIM,11114,2025-03-30 08:10:00,0,Puntual,2025-03-30T08:10:00
AR,AEP,MIA,3968,2025-02-26 17:37:00,0,Puntual,2025-02-26T17:37:00
IB,EZE,SCL,4521,2025-01-14 22:23:00,0,Puntual,2025-01-14T22:23:00
G3,MAD,LIM,4909,2025-12-25 07:53:00,0,Puntual,2025-12-25T07:53:00
IB,MIA,MIA,1047,2025-02-24 11:24:00,1,Retrasado,2025-02-24T11:24:00
AR,GRU,LIM,5391,2025-12-28 00:00:00,0,Puntual,2025-12-28T00:00:00
IB,AEP,MAD,4023,2025-03-06 20:32:00,0,Puntual,2025-03-06T20:32:00
AA,EZE,BOG,7542,2025-01-15 02:59:00,0,Puntual,2025-01-15T02:59:00
IB,MIA,SCL,10221,2025-05-16 17:03:00,1,Retrasado,2025-05-16T17:03:00
LA,AEP,MIA,6105,2025-05-08 17:11:00,1,Retrasado,2025-05-08T17:11:00
LA,BOG,SCL,606,2025-08-15 15:40:00,0,Puntual,2025-08-15T15:40:00
AA,MAD,BOG,9548,2025-06-17 00:34:00,0,Puntual,2025-06-17T00:34:00
AR,BOG,AEP,3484,2025-11-17 00:37:00,1,Retrasado,2025-11-17T00:37:00
LA,MAD,AEP,5968,2025-01-25 15:35:00,0,Puntual,2025-01-25T15:35:00
G3,MIA,MAD,6352,2025-03-20 02:49:00,1,Retrasado,2025-03-20T02:49:00
LA,SCL,LIM,1750,2025-01-16 08:04:00,0,Puntual,2025-01-16T08:04:00
LA,BOG,EZE,7239,2025-04-28 00:50:00,1,Retrasado,2025-04-28T00:50:00
AR,MAD,BOG,6632,2025-06-09 02:16:00,0,Puntual,2025-06-09T02:16:00
IB,GRU,MIA,2111,2025-02-09 17:52:00,0,Puntual,2025-02-09T17:52:00
LA,MIA,BOG,8428,2025-10-14 02:13:00,0,Puntual,2025-10-14T02:13:00
AA,MAD,LIM,2290,2025-08-03 09:32:00,0,Puntual,2025-08-03T09:32:00
IB,EZE,MAD,7717,2025-12-01 15:38:00,0,Puntual,2025-12-01T15:38:00
G3,MAD,GRU,1367,2025-01-06 14:18:00,0,Puntual,2025-01-06T14:18:00
AR,BOG,SCL,3269,2025-09-01 10:12:00,0,Puntual,2025-09-01T10:12:00
G3,GRU,MIA,827,2025-08-26 08:38:00,0,Puntual,2025-08-26T08:38:00
IB,AEP,MAD,4316,2025-04-27 12:54:00,1,Retrasado,2025-04-27T12:54:00
IB,SCL,MIA,3648,2025-03-28 03:43:00,1,Retrasado,2025-03-28T03:43:00
IB,AEP,LIM,7276,2025-02-20 03:15:00,0,Puntual,2025-02-20T03:15:00
G3,MAD,MIA,11066,2025-05-11 14:12:00,0,Puntual,2025-05-11T14:12:00
IB,AEP,EZE,3055,2025-02-18 20:57:00,0,Puntual,2025-02-18T20:57:00
G3,MAD,BOG,9822,2025-09-26 06:21:00,0,Puntual,2025-09-26T06:21:00
IB,GRU,LIM,4836,2025-11-29 16:17:00,0,Puntual,2025-11-29T16:17:00
AA,AEP,SCL,2982,2025-05-19 21:52:00,1,Retrasado,2025-05-19T21:52:00
IB,BOG,MIA,3599,2025-02-02 23:41:00,0,Puntual,2025-02-02T23:41:00
G3,BOG,GRU,11443,2025-08-09 20:21:00,1,Retrasado,2025-08-09T20:21:00
LA,EZE,LIM,10248,2025-01-11 02:18:00,1,Retrasado,2025-01-11T02:18:00
IB,MAD,MIA,6286,2025-09-16 23:56:00,1,Retrasado,2025-09-16T23:56:00
LA,AEP,BOG,7232,2025-02-06 06:19:00,0,Puntual,2025-02-06T06:19:00
AA,BOG,AEP,8485,2025-10-01 12:59:00,0,Puntual,2025-10-01T12:59:00
AR,LIM,SCL,6554,2025-08-17 06:54:00,0,Puntual,2025-08-17T06:54:00
AA,GRU,AEP,1068,2025-06-02 22:03:00,0,Puntual,2025-06-02T22:03:00
IB,SCL,EZE,2154,2025-03-23 10:50:00,0,Puntual,2025-03-23T10:50:00
LA,GRU,SCL,11928,2025-05-31 16:46:00,0,Puntual,2025-05-31T16:46:00
LA,LIM,MIA,7632,2025-10-17 12:21:00,0,Puntual,2025-10-17T12:21:00
G3,LIM,SCL,11811,2025-09-05 14:50:00,1,Retrasado,2025-09-05T14:50:00
LA,EZE,MIA,4233,2025-10-12 10:18:00,0,Puntual,2025-10-12T10:18:00
G3,GRU,SCL,3729,2025-09-09 00:30:00,0,Puntual,2025-09-09T00:30:00
AR,GRU,LIM,7311,2025-01-01 08:23:00,0,Puntual,2025-01-01T08:23:00
IB,AEP,GRU,8842,2025-12-16 07:54:00,0,Puntual,2025-12-16T07:54:00
G3,MAD,MIA,10964,2025-05-14 00:47:00,0,Puntual,2025-05-14T00:47:00
AR,MIA,MIA,10800,2025-11-05 22:36:00,0,Puntual,2025-11-05T22:36:00
LA,SCL,MAD,2295,2025-10-13 13:52:00,0,Puntual,2025-10-13T13:52:00
LA,GRU,EZE,7039,2025-02-13 00:19:00,0,Puntual,2025-02-13T00:19:00
AR,SCL,LIM,11119,2025-02-24 08:41:00,0,Puntual,2025-02-24T08:41:00
LA,SCL,BOG,9040,2025-05-25 20:09:00,0,Puntual,2025-05-25T20:09:00
AR,SCL,AEP,10770,2025-03-30 17:04:00,0,Puntual,2025-03-30T17:04:00
G3,GRU,BOG,6714,2025-03-14 20:14:00,1,Retrasado,2025-03-14T20:14:00
G3,MIA,AEP,9088,2025-06-22 08:00:00,0,Puntual,2025-06-22T08:00:00
AR,GRU,MIA,6645,2025-10-05 18:24:00,1,Retrasado,2025-10-05T18:24:00
G3,AEP,MIA,11668,2025-05-13 03:26:00,0,Puntual,2025-05-13T03:26:00
G3,AEP,BOG,3109,2025-10-14 05:48:00,0,Puntual,2025-10-14T05:48:00
G3,MIA,SCL,9850,2025-12-08 13:21:00,1,Retrasado,2025-12-08T13:21:00
AA,BOG,MIA,8837,2025-05-22 19:54:00,0,Puntual,2025-05-22T19:54:00
IB,GRU,MIA,2726,2025-05-03 11:13:00,0,Puntual,2025-05-03T11:13:00
LA,BOG,LIM,8955,2025-03-07 16:08:00,0,Puntual,2025-03-07T16:08:00
AA,SCL,MIA,6430,2025-07-23 00:50:00,1,Retrasado,2025-07-23T00:50:00
G3,GRU,EZE,7342,2025-11-21 09:55:00,0,Puntual,2025-11-21T09:55:00
AR,MAD,SCL,11793,2025-12-06 03:31:00,0,Puntual,2025-12-06T03:31:00
G3,GRU,BOG,10798,2025-12-19 19:42:00,1,Retrasado,2025-12-19T19:42:00
IB,AEP,SCL,3580,2025-05-19 08:27:00,0,Puntual,2025-05-19T08:27:00
G3,EZE,SCL,1487,2025-12-29 13:40:00,0,Puntual,2025-12-29T13:40:00
AR,LIM,MIA,10039,2025-02-16 10:43:00,1,Retrasado,2025-02-16T10:43:00
IB,EZE,GRU,1860,2025-03-26 09:01:00,0,Puntual,2025-03-26T09:01:00
G3,EZE,AEP,7550,2025-01-05 23:26:00,0,Puntual,2025-01-05T23:26:00
IB,EZE,MIA,8046,2025-10-25 12:35:00,0,Puntual,2025-10-25T12:35:00
LA,LIM,MAD,11530,2025-07-02 07:47:00,0,Puntual,2025-07-02T07:47:00
LA,BOG,SCL,2226,2025-11-22 13:05:00,0,Puntual,2025-11-22T13:05:00
G3,LIM,MAD,10981,2025-01-19 21:44:00,0,Puntual,2025-01-19T21:44:00
IB,BOG,LIM,1407,2025-01-03 10:05:00,0,Puntual,2025-01-03T10:05:00
AR,LIM,AEP,9875,2025-09-17 20:39:00,0,Puntual,2025-09-17T20:39:00
G3,LIM,AEP,3324,2025-08-23 02:48:00,0,Puntual,2025-08-23T02:48:00
LA,GRU,LIM,9950,2025-11-29 22:24:00,1,Retrasado,2025-11-29T22:24:00
LA,BOG,AEP,8525,2025-07-11 22:46:00,0,Puntual,2025-07-11T22:46:00
G3,GRU,MIA,8890,2025-11-22 09:46:00,0,Puntual,2025-11-22T09:46:00
IB,MAD,AEP,9748,2025-12-07 23:51:00,0,Puntual,2025-12-07T23:51:00
LA,GRU,MAD,2955,2025-10-20 11:04:00,0,Puntual,2025-10-20T11:04:00
IB,EZE,AEP,5708,2025-05-15 21:31:00,0,Puntual,2025-05-15T21:31:00
LA,MIA,BOG,8274,2025-12-01 10:35:00,0,Puntual,2025-12-01T10:35:00
LA,MIA,LIM,3865,2025-03-31 09:16:00,0,Puntual,2025-03-31T09:16:00
AA,AEP,GRU,9952,2025-03-26 13:34:00,0,Puntual,2025-03-26T13:34:00
LA,AEP,MAD,5779,2025-07-26 03:36:00,0,Puntual,2025-07-26T03:36:00
AR,SCL,GRU,6451,2025-11-29 10:27:00,1,Retrasado,2025-11-29T10:27:00
G3,GRU,MAD,11527,2025-04-23 23:44:00,0,Puntual,2025-04-23T23:44:00
G3,LIM,SCL,10005,2025-08-14 03:38:00,0,Puntual,2025-08-14T03:38:00
IB,LIM,EZE,10594,2025-05-22 12:02:00,0,Puntual,2025-05-22T12:02:00
LA,MIA,BOG,7197,2025-05-17 02:59:00,0,Puntual,2025-05-17T02:59:00
AR,EZE,MAD,9269,2025-10-20 15:06:00,1,Retrasado,2025-10-20T15:06:00
IB,BOG,SCL,7176,2025-06-05 10:52:00,0,Puntual,2025-06-05T10:52:00
AA,EZE,BOG,1520,2025-01-04 16:47:00,0,Puntual,2025-01-04T16:47:00
IB,SCL,MAD,4344,2025-02-27 09:55:00,0,Puntual,2025-02-27T09:55:00
IB,EZE,GRU,4073,2025-06-04 12:03:00,0,Puntual,2025-06-04T12:03:00
LA,GRU,MIA,10985,2025-07-25 03:28:00,0,Puntual,2025-07-25T03:28:00
AA,GRU,LIM,5942,2025-08-25 15:00:00,1,Retrasado,2025-08-25T15:00:00
IB,MAD,MIA,8414,2025-03-26 12:24:00,0,Puntual,2025-03-26T12:24:00
AR,SCL,MAD,6558,2025-07-28 15:43:00,0,Puntual,2025-07-28T15:43:00
AR,EZE,MIA,8451,2025-05-29 05:33:00,0,Puntual,2025-05-29T05:33:00
G3,LIM,BOG,9302,2025-12-11 18:46:00,1,Retrasado,2025-12-11T18:46:00
AA,LIM,BOG,9020,2025-05-05 09:59:00,0,Puntual,2025-05-05T09:59:00
AA,SCL,BOG,1046,2025-11-10 03:27:00,0,Puntual,2025-11-10T03:27:00
G3,EZE,BOG,9030,2025-01-19 22:41:00,0,Puntual,2025-01-19T22:41:00
IB,GRU,EZE,3681,2025-04-13 12:21:00,0,Puntual,2025-04-13T12:21:00
AA,GRU,EZE,11733,2025-03-29 21:26:00,0,Puntual,2025-03-29T21:26:00
AR,MAD,SCL,9498,2025-04-05 06:49:00,0,Puntual,2025-04-05T06:49:00
AR,MAD,AEP,9725,2025-07-12 23:14:00,0,Puntual,2025-07-12T23:14:00
LA,AEP,MAD,11965,2025-04-21 15:17:00,1,Retrasado,2025-04-21T15:17:00
AA,SCL,MAD,4487,2025-01-22 17:53:00,0,Puntual,2025-01-22T17:53:00
IB,MIA,MAD,3833,2025-02-07 05:15:00,1,Retrasado,2025-02-07T05:15:00
G3,EZE,MAD,3240,2025-09-25 21:17:00,0,Puntual,2025-09-25T21:17:00
G3,SCL,BOG,5401,2025-05-15 13:42:00,1,Retrasado,2025-05-15T13:42:00
IB,LIM,BOG,10388,2025-04-08 03:51:00,0,Puntual,2025-04-08T03:51:00
LA,EZE,MIA,6208,2025-03-09 01:01:00,0,Puntual,2025-03-09T01:01:00
G3,MAD,GRU,2582,2025-03-02 02:07:00,1,Retrasado,2025-03-02T02:07:00
AA,MAD,MIA,10690,2025-09-12 17:36:00,1,Retrasado,2025-09-12T17:36:00
LA,AEP,BOG,5152,2025-04-08 22:20:00,0,Puntual,2025-04-08T22:20:00
AA,MIA,BOG,10377,2025-05-22 17:46:00,1,Retrasado,2025-05-22T17:46:00
AR,AEP,LIM,5086,2025-09-01 21:56:00,0,Puntual,2025-09-01T21:56:00
LA,LIM,BOG,10295,2025-12-08 05:18:00,0,Puntual,2025-12-08T05:18:00
G3,MIA,GRU,760,2025-01-19 19:31:00,0,Puntual,2025-01-19T19:31:00
LA,BOG,GRU,4296,2025-10-16 19:46:00,0,Puntual,2025-10-16T19:46:00
LA,EZE,MIA,11467,2025-07-13 21:00:00,0,Puntual,2025-07-13T21:00:00
LA,AEP,BOG,6482,2025-08-02 07:44:00,0,Puntual,2025-08-02T07:44:00
LA,MAD,SCL,1000,2025-11-09 02:12:00,0,Puntual,2025-11-09T02:12:00
AA,AEP,LIM,1515,2025-05-02 23:14:00,1,Retrasado,2025-05-02T23:14:00
AR,BOG,MIA,11025,2025-01-21 05:52:00,0,Puntual,2025-01-21T05:52:00
IB,AEP,MAD,8605,2025-08-31 03:15:00,0,Puntual,2025-08-31T03:15:00
LA,EZE,BOG,10746,2025-08-09 04:15:00,1,Retrasado,2025-08-09T04:15:00
G3,BOG,EZE,8164,2025-10-01 04:01:00,0,Puntual,2025-10-01T04:01:00
LA,SCL,EZE,4463,2025-04-04 23:19:00,0,Puntual,2025-04-04T23:19:00
G3,SCL,MIA,5818,2025-08-19 11:08:00,0,Puntual,2025-08-19T11:08:00
AA,SCL,MIA,3206,2025-12-07 15:26:00,1,Retrasado,2025-12-07T15:26:00
G3,MAD,LIM,6635,2025-10-31 07:23:00,0,Puntual,2025-10-31T07:23:00
IB,MAD,AEP,6281,2025-12-28 04:28:00,0,Puntual,2025-12-28T04:28:00
AR,SCL,EZE,2599,2025-12-18 04:30:00,0,Puntual,2025-12-18T04:30:00
G3,SCL,GRU,6886,2025-10-14 18:09:00,1,Retrasado,2025-10-14T18:09:00
G3,SCL,GRU,5838,2025-05-02 06:20:00,0,Puntual,2025-05-02T06:20:00
AR,GRU,MAD,3065,2025-11-06 14:49:00,0,Puntual,2025-11-06T14:49:00
IB,SCL,EZE,11709,2025-06-04 03:18:00,0,Puntual,2025-06-04T03:18:00
LA,BOG,LIM,8800,2025-10-04 06:57:00,0,Puntual,2025-10-04T06:57:00
G3,GRU,MAD,5516,2025-08-20 09:59:00,1,Retrasado,2025-08-20T09:59:00
AR,GRU,EZE,8757,2025-09-20 03:21:00,0,Puntual,2025-09-20T03:21:00
AA,EZE,MIA,3581,2025-10-25 22:32:00,0,Puntual,2025-10-25T22:32:00
AR,AEP,BOG,4797,2025-10-18 21:12:00,0,Puntual,2025-10-18T21:12:00
AA,MAD,LIM,6413,2025-11-30 15:49:00,1,Retrasado,2025-11-30T15:49:00
IB,MAD,EZE,3448,2025-02-08 07:49:00,0,Puntual,2025-02-08T07:49:00
LA,AEP,LIM,8905,2025-09-29 00:22:00,1,Retrasado,2025-09-29T00:22:00
AR,MAD,AEP,6711,2025-08-02 22:27:00,0,Puntual,2025-08-02T22:27:00
G3,AEP,LIM,1540,2025-07-26 09:44:00,0,Puntual,2025-07-26T09:44:00
IB,BOG,LIM,8488,2025-01-03 09:54:00,0,Puntual,2025-01-03T09:54:00
AR,EZE,GRU,7973,2025-03-28 22:25:00,0,Puntual,2025-03-28T22:25:00
G3,SCL,MIA,8059,2025-11-25 10:03:00,1,Retrasado,2025-11-25T10:03:00
AR,EZE,BOG,1487,2025-01-04 21:38:00,0,Puntual,2025-01-04T21:38:00
AA,LIM,BOG,3695,2025-04-25 17:10:00,1,Retrasado,2025-04-25T17:10:00
AR,EZE,GRU,5599,2025-06-13 11:44:00,0,Puntual,2025-06-13T11:44:00
AR,AEP,LIM,1003,2025-08-10 16:27:00,0,Puntual,2025-08-10T16:27:00
AR,LIM,BOG,5844,2025-05-23 04:29:00,0,Puntual,2025-05-23T04:29:00
IB,AEP,MAD,9447,2025-04-21 17:04:00,0,Puntual,2025-04-21T17:04:00
AR,SCL,MIA,10033,2025-10-31 15:52:00,1,Retrasado,2025-10-31T15:52:00
G3,MIA,AEP,8648,2025-04-17 09:53:00,0,Puntual,2025-04-17T09:53:00
AA,LIM,GRU,6510,2025-10-14 00:26:00,0,Puntual,2025-10-14T00:26:00
AA,SCL,EZE,11280,2025-07-13 19:28:00,1,Retrasado,2025-07-13T19:28:00
AR,SCL,EZE,1881,2025-03-21 01:37:00,0,Puntual,2025-03-21T01:37:00
IB,MAD,EZE,6102,2025-07-07 01:11:00,0,Puntual,2025-07-07T01:11:00
IB,MAD,SCL,7512,2025-07-23 17:26:00,0,Puntual,2025-07-23T17:26:00
G3,MIA,MIA,11679,2025-04-12 12:06:00,0,Puntual,2025-04-12T12:06:00
AR,MIA,AEP,11536,2025-10-06 09:20:00,0,Puntual,2025-10-06T09:20:00
AA,EZE,BOG,11211,2025-07-22 19:45:00,0,Puntual,2025-07-22T19:45:00
IB,SCL,AEP,4226,2025-09-06 06:45:00,0,Puntual,2025-09-06T06:45:00
AR,MIA,AEP,2387,2025-10-24 12:33:00,0,Puntual,2025-10-24T12:33:00
IB,AEP,GRU,10015,2025-09-26 14:35:00,0,Puntual,2025-09-26T14:35:00
IB,SCL,MIA,4309,2025-10-30 16:43:00,0,Puntual,2025-10-30T16:43:00
AA,GRU,EZE,2631,2025-09-30 00:05:00,0,Puntual,2025-09-30T00:05:00
LA,AEP,GRU,2924,2025-02-14 01:50:00,0,Puntual,2025-02-14T01:50:00
G3,LIM,BOG,5939,2025-08-21 13:46:00,0,Puntual,2025-08-21T13:46:00
G3,MIA,AEP,10943,2025-09-11 07:49:00,1,Retrasado,2025-09-11T07:49:00
AA,MAD,LIM,5974,2025-01-13 05:41:00,0,Puntual,2025-01-13T05:41:00
IB,AEP,EZE,9700,2025-03-28 12:44:00,0,Puntual,2025-03-28T12:44:00
AR,MAD,SCL,1817,2025-08-25 18:00:00,1,Retrasado,2025-08-25T18:00:00
IB,AEP,MIA,7147,2025-01-25 07:51:00,0,Puntual,2025-01-25T07:51:00
AA,MAD,MIA,3716,2025-07-24 08:50:00,1,Retrasado,2025-07-24T08:50:00
G3,BOG,SCL,516,2025-12-19 21:46:00,0,Puntual,2025-12-19T21:46:00
IB,AEP,MIA,5170,2025-03-21 14:19:00,0,Puntual,2025-03-21T14:19:00
G3,LIM,AEP,10494,2025-11-23 02:04:00,0,Puntual,2025-11-23T02:04:00
AR,MAD,AEP,3123,2025-03-23 22:14:00,0,Puntual,2025-03-23T22:14:00
G3,GRU,AEP,629,2025-07-23 15:25:00,1,Retrasado,2025-07-23T15:25:00
G3,LIM,EZE,1973,2025-08-26 10:28:00,1,Retrasado,2025-08-26T10:28:00
LA,EZE,MIA,9641,2025-10-18 06:03:00,0,Puntual,2025-10-18T06:03:00
LA,AEP,SCL,9760,2025-09-17 17:00:00,1,Retrasado,2025-09-17T17:00:00
LA,GRU,MIA,4811,2025-07-03 08:26:00,0,Puntual,2025-07-03T08:26:00
G3,EZE,MIA,10315,2025-04-29 01:47:00,0,Puntual,2025-04-29T01:47:00
AA,AEP,MIA,3395,2025-02-11 15:25:00,0,Puntual,2025-02-11T15:25:00
G3,GRU,SCL,3236,2025-06-02 16:26:00,0,Puntual,2025-06-02T16:26:00
AA,GRU,MIA,5598,2025-04-30 21:12:00,0,Puntual,2025-04-30T21:12:00
AA,LIM,AEP,11004,2025-06-23 07:10:00,0,Puntual,2025-06-23T07:10:00
LA,BOG,MIA,2446,2025-03-21 23:14:00,0,Puntual,2025-03-21T23:14:00
IB,GRU,AEP,6059,2025-10-03 19:26:00,0,Puntual,2025-10-03T19:26:00
AR,BOG,LIM,9308,2025-04-04 17:21:00,0,Puntual,2025-04-04T17:21:00
LA,MIA,MIA,10561,2025-12-05 16:40:00,0,Puntual,2025-12-05T16:40:00
LA,LIM,BOG,800,2025-07-18 00:40:00,0,Puntual,2025-07-18T00:40:00
IB,SCL,MAD,9676,2025-05-26 14:57:00,0,Puntual,2025-05-26T14:57:00
AR,MAD,AEP,5001,2025-04-13 21:19:00,0,Puntual,2025-04-13T21:19:00
G3,LIM,AEP,8852,2025-01-18 15:48:00,1,Retrasado,2025-01-18T15:48:00
G3,EZE,AEP,6414,2025-06-14 14:12:00,0,Puntual,2025-06-14T14:12:00
LA,MAD,BOG,6171,2025-06-27 14:19:00,0,Puntual,2025-06-27T14:19:00
AR,MAD,EZE,8717,2025-11-01 03:23:00,0,Puntual,2025-11-01T03:23:00
LA,SCL,GRU,582,2025-03-16 13:29:00,0,Puntual,2025-03-16T13:29:00
AA,BOG,AEP,8864,2025-01-24 20:29:00,0,Puntual,2025-01-24T20:29:00
LA,SCL,AEP,1498,2025-05-20 06:45:00,0,Puntual,2025-05-20T06:45:00
LA,SCL,MIA,6304,2025-01-26 22:38:00,1,Retrasado,2025-01-26T22:38:00
G3,MAD,SCL,7437,2025-02-05 07:17:00,1,Retrasado,2025-02-05T07:17:00
G3,GRU,EZE,3641,2025-07-07 06:35:00,0,Puntual,2025-07-07T06:35:00
G3,BOG,EZE,3382,2025-01-10 14:25:00,0,Puntual,2025-01-10T14:25:00
AA,MAD,MIA,11535,2025-08-21 08:31:00,0,Puntual,2025-08-21T08:31:00
G3,BOG,MIA,7862,2025-10-23 12:12:00,0,Puntual,2025-10-23T12:12:00
AR,MIA,AEP,10802,2025-08-20 12:51:00,0,Puntual,2025-08-20T12:51:00
IB,BOG,MIA,3584,2025-07-14 01:03:00,0,Puntual,2025-07-14T01:03:00
AR,AEP,LIM,2545,2025-09-17 15:43:00,0,Puntual,2025-09-17T15:43:00
AR,GRU,EZE,9452,2025-06-03 11:44:00,0,Puntual,2025-06-03T11:44:00
G3,EZE,MIA,704,2025-04-21 11:12:00,0,Puntual,2025-04-21T11:12:00
IB,AEP,MAD,5784,2025-07-27 06:03:00,0,Puntual,2025-07-27T06:03:00
IB,AEP,GRU,11794,2025-05-24 22:34:00,1,Retrasado,2025-05-24T22:34:00
IB,SCL,BOG,10727,2025-10-13 17:41:00,1,Retrasado,2025-10-13T17:41:00
AA,SCL,BOG,2052,2025-06-09 03:34:00,0,Puntual,2025-06-09T03:34:00
G3,AEP,BOG,8316,2025-10-20 01:15:00,0,Puntual,2025-10-20T01:15:00
IB,MAD,EZE,1324,2025-05-16 08:11:00,1,Retrasado,2025-05-16T08:11:00
AA,BOG,AEP,11648,2025-11-25 11:53:00,0,Puntual,2025-11-25T11:53:00
LA,BOG,SCL,4248,2025-09-28 03:51:00,0,Puntual,2025-09-28T03:51:00
LA,LIM,MAD,11137,2025-03-21 05:14:00,0,Puntual,2025-03-21T05:14:00
AA,MAD,GRU,6078,2025-10-20 12:47:00,0,Puntual,2025-10-20T12:47:00
AA,GRU,LIM,6412,2025-10-21 23:28:00,0,Puntual,2025-10-21T23:28:00
G3,MAD,BOG,7890,2025-06-27 09:30:00,0,Puntual,2025-06-27T09:30:00
G3,MAD,MIA,5697,2025-03-14 02:12:00,1,Retrasado,2025-03-14T02:12:00
LA,MAD,SCL,9530,2025-05-20 18:36:00,1,Retrasado,2025-05-20T18:36:00
IB,GRU,SCL,5195,2025-05-22 09:43:00,0,Puntual,2025-05-22T09:43:00
LA,LIM,EZE,7268,2025-06-08 08:27:00,0,Puntual,2025-06-08T08:27:00
IB,GRU,BOG,4183,2025-03-31 04:07:00,0,Puntual,2025-03-31T04:07:00
IB,MIA,GRU,2461,2025-12-29 02:04:00,0,Puntual,2025-12-29T02:04:00
G3,LIM,MIA,1437,2025-10-22 19:30:00,1,Retrasado,2025-10-22T19:30:00
AR,MIA,MIA,11623,2025-11-18 08:35:00,1,Retrasado,2025-11-18T08:35:00
AR,MIA,SCL,8095,2025-05-14 02:04:00,0,Puntual,2025-05-14T02:04:00
AA,MIA,SCL,924,2025-08-06 16:51:00,0,Puntual,2025-08-06T16:51:00
G3,BOG,LIM,3551,2025-04-08 16:17:00,0,Puntual,2025-04-08T16:17:00
IB,AEP,SCL,3405,2025-07-04 14:03:00,1,Retrasado,2025-07-04T14:03:00
AR,AEP,GRU,10829,2025-03-23 05:29:00,1,Retrasado,2025-03-23T05:29:00
IB,MIA,LIM,11902,2025-02-22 02:38:00,1,Retrasado,2025-02-22T02:38:00
AR,MIA,AEP,3194,2025-10-04 19:49:00,1,Retrasado,2025-10-04T19:49:00
